frame_number,id,xmin,ymin,width,height,visibility,class,confidence
129,-1,821,-2,49,85,1,1,0.732443
129,-1,960,-1,38,72,1,1,0.253777
130,-1,819,-1,47,89,1,1,0.7665069999999999
131,-1,793,-1,49,101,1,1,0.5785739999999999
132,-1,791,-1,51,101,1,1,0.47692799999999996
133,-1,790,-3,53,102,1,1,0.7049759999999999
134,-1,790,-3,53,102,1,1,0.576822
137,-1,782,-1,54,108,1,1,0.383231
138,-1,781,-2,50,109,1,1,0.480541
139,-1,783,-2,46,109,1,1,0.401161
140,-1,780,-2,52,108,1,1,0.748354
141,-1,776,-2,50,110,1,1,0.828059
142,-1,773,-1,51,114,1,1,0.917414
143,-1,772,-1,52,115,1,1,0.9418989999999999
144,-1,770,-2,52,115,1,1,0.900026
145,-1,770,-2,52,115,1,1,0.921079
146,-1,769,-2,50,116,1,1,0.956793
147,-1,765,-2,52,117,1,1,0.910995
148,-1,760,-1,59,118,1,1,0.9419799999999999
148,-1,959,-1,38,72,1,1,0.26862199999999997
149,-1,760,-1,52,118,1,1,0.9460839999999999
150,-1,761,-2,51,116,1,1,0.91328
150,-1,959,-1,39,72,1,1,0.268777
151,-1,758,-1,57,118,1,1,0.933311
151,-1,958,-1,41,71,1,1,0.47847199999999995
152,-1,755,-1,57,118,1,1,0.947799
152,-1,959,-1,41,71,1,1,0.521523
153,-1,753,-1,56,121,1,1,0.963042
153,-1,959,-1,40,71,1,1,0.450656
154,-1,750,-1,58,123,1,1,0.9584729999999999
154,-1,959,-1,40,71,1,1,0.52884
155,-1,747,-1,58,127,1,1,0.93901
155,-1,959,-1,39,71,1,1,0.370946
156,-1,745,0,60,127,1,1,0.970151
156,-1,959,-1,39,71,1,1,0.570796
157,-1,745,-1,60,128,1,1,0.9687009999999999
157,-1,959,-1,39,71,1,1,0.6465179999999999
158,-1,746,-1,57,129,1,1,0.855893
158,-1,960,-1,37,71,1,1,0.40064
159,-1,747,0,53,127,1,1,0.8742409999999999
159,-1,960,-1,37,70,1,1,0.561725
160,-1,746,1,52,127,1,1,0.91523
160,-1,961,-1,36,71,1,1,0.517357
161,-1,744,1,53,127,1,1,0.913078
161,-1,960,-1,37,71,1,1,0.5472049999999999
162,-1,741,1,52,127,1,1,0.9441299999999999
162,-1,961,-1,36,71,1,1,0.383495
163,-1,741,1,51,127,1,1,0.935399
163,-1,962,-1,35,72,1,1,0.279599
164,-1,737,1,51,128,1,1,0.9660299999999999
164,-1,960,-1,37,72,1,1,0.5864469999999999
165,-1,737,1,50,128,1,1,0.956843
165,-1,960,-1,37,71,1,1,0.64542
166,-1,735,1,50,128,1,1,0.9480529999999999
166,-1,960,-1,38,71,1,1,0.61793
167,-1,733,0,52,133,1,1,0.969397
167,-1,959,-1,39,71,1,1,0.5722619999999999
168,-1,731,0,52,136,1,1,0.9726779999999999
168,-1,959,-1,39,71,1,1,0.48827899999999996
169,-1,731,0,52,136,1,1,0.9740479999999999
169,-1,960,-1,38,72,1,1,0.40613099999999996
170,-1,729,0,50,138,1,1,0.9717129999999999
171,-1,725,2,53,134,1,1,0.9766469999999999
172,-1,721,1,56,135,1,1,0.977409
173,-1,718,3,58,138,1,1,0.9763529999999999
174,-1,713,1,60,144,1,1,0.956016
175,-1,713,2,60,143,1,1,0.9554779999999999
175,-1,959,-1,39,71,1,1,0.44190999999999997
176,-1,712,5,60,140,1,1,0.955571
176,-1,959,-1,39,71,1,1,0.27453099999999997
177,-1,713,6,57,138,1,1,0.937588
178,-1,715,9,54,134,1,1,0.9181429999999999
178,-1,959,-1,39,71,1,1,0.262447
179,-1,708,8,54,138,1,1,0.943908
179,-1,959,-1,40,71,1,1,0.279614
180,-1,705,9,54,137,1,1,0.978873
180,-1,960,-1,39,71,1,1,0.452727
181,-1,705,9,54,136,1,1,0.978966
181,-1,960,-1,39,71,1,1,0.47798999999999997
182,-1,706,9,53,139,1,1,0.971953
182,-1,959,-1,39,71,1,1,0.43320899999999996
183,-1,707,9,49,137,1,1,0.977957
183,-1,960,-1,38,71,1,1,0.45464899999999997
184,-1,702,11,54,137,1,1,0.976532
184,-1,959,-1,40,71,1,1,0.45362399999999997
185,-1,698,10,57,139,1,1,0.977675
185,-1,960,-1,38,71,1,1,0.39122399999999996
186,-1,696,19,59,132,1,1,0.938074
186,-1,959,-1,38,71,1,1,0.318089
187,-1,695,19,60,132,1,1,0.952024
187,-1,960,-1,37,71,1,1,0.374118
188,-1,692,16,60,140,1,1,0.9599989999999999
188,-1,960,-1,36,71,1,1,0.40648399999999996
189,-1,690,17,59,142,1,1,0.980877
189,-1,959,-1,38,71,1,1,0.31490199999999996
190,-1,691,16,57,145,1,1,0.9756889999999999
191,-1,687,19,58,144,1,1,0.978132
191,-1,959,-2,38,72,1,1,0.26470699999999997
192,-1,689,19,54,143,1,1,0.974637
192,-1,960,-1,37,71,1,1,0.32762199999999997
193,-1,689,19,54,143,1,1,0.97329
193,-1,960,-1,36,71,1,1,0.447498
194,-1,671,31,57,138,1,1,0.977421
194,-1,959,-1,38,71,1,1,0.37955099999999997
195,-1,665,31,63,148,1,1,0.98098
195,-1,959,-1,38,71,1,1,0.31678799999999996
196,-1,660,33,64,148,1,1,0.98535
196,-1,959,-1,38,71,1,1,0.30958399999999997
197,-1,657,34,65,147,1,1,0.984514
197,-1,959,-1,38,71,1,1,0.28774
198,-1,656,35,63,145,1,1,0.984111
198,-1,960,-1,37,70,1,1,0.40204799999999996
199,-1,656,35,62,143,1,1,0.982767
199,-1,960,-1,37,70,1,1,0.321623
200,-1,655,38,60,142,1,1,0.982462
200,-1,960,-1,38,71,1,1,0.483659
201,-1,654,37,59,143,1,1,0.983933
201,-1,960,-1,38,71,1,1,0.415714
202,-1,655,37,56,144,1,1,0.987489
202,-1,959,-1,39,70,1,1,0.448164
203,-1,653,36,53,144,1,1,0.9863
203,-1,960,-1,38,71,1,1,0.350433
204,-1,650,39,54,143,1,1,0.9892059999999999
204,-1,960,-1,37,71,1,1,0.349229
205,-1,651,38,54,144,1,1,0.989918
205,-1,961,-1,36,71,1,1,0.305006
206,-1,649,38,53,144,1,1,0.9838039999999999
206,-1,960,-1,38,71,1,1,0.407107
207,-1,646,41,56,144,1,1,0.988691
207,-1,960,-1,38,71,1,1,0.304881
208,-1,641,41,60,149,1,1,0.9850749999999999
208,-1,959,-1,39,71,1,1,0.337814
209,-1,639,45,60,146,1,1,0.976192
209,-1,959,-1,39,71,1,1,0.34268699999999996
210,-1,638,49,60,143,1,1,0.966471
211,-1,638,48,61,144,1,1,0.9686089999999999
212,-1,637,51,61,142,1,1,0.9085639999999999
212,-1,959,-1,38,71,1,1,0.327186
213,-1,638,53,59,139,1,1,0.883193
213,-1,959,-1,39,71,1,1,0.34699599999999997
214,-1,636,53,61,147,1,1,0.799522
214,-1,443,1035,90,45,1,1,0.338962
214,-1,959,-1,39,71,1,1,0.250486
215,-1,631,54,60,147,1,1,0.888226
215,-1,448,1030,94,51,1,1,0.44506199999999996
216,-1,632,55,58,143,1,1,0.928268
216,-1,450,1023,96,58,1,1,0.445331
217,-1,632,55,58,143,1,1,0.9312309999999999
217,-1,451,1023,95,58,1,1,0.47423499999999996
217,-1,959,-1,38,71,1,1,0.275441
218,-1,630,56,56,143,1,1,0.9548679999999999
218,-1,462,1016,91,65,1,1,0.842537
218,-1,960,-1,37,71,1,1,0.30829599999999996
219,-1,625,55,61,144,1,1,0.9598949999999999
219,-1,465,1010,92,71,1,1,0.8028679999999999
219,-1,960,-2,36,71,1,1,0.254434
220,-1,626,56,56,144,1,1,0.967783
220,-1,476,1004,88,76,1,1,0.775544
220,-1,960,-1,38,70,1,1,0.284006
221,-1,624,58,55,142,1,1,0.977244
221,-1,474,996,95,83,1,1,0.669596
221,-1,960,-1,37,70,1,1,0.335264
222,-1,624,58,52,146,1,1,0.9771519999999999
222,-1,479,992,92,88,1,1,0.859761
222,-1,960,-1,37,70,1,1,0.286228
223,-1,624,58,51,146,1,1,0.975968
223,-1,480,992,91,88,1,1,0.8649319999999999
224,-1,621,57,53,151,1,1,0.976482
224,-1,490,990,87,90,1,1,0.912504
224,-1,959,-1,38,70,1,1,0.264538
225,-1,621,59,52,152,1,1,0.97668
225,-1,490,988,93,93,1,1,0.889585
225,-1,960,-1,37,70,1,1,0.267078
226,-1,617,61,55,151,1,1,0.977159
226,-1,497,984,91,97,1,1,0.891764
226,-1,959,-1,38,70,1,1,0.305635
227,-1,615,63,55,150,1,1,0.978773
227,-1,502,983,91,98,1,1,0.909036
227,-1,959,-1,38,70,1,1,0.37748299999999996
228,-1,613,66,56,147,1,1,0.9782689999999999
228,-1,502,979,97,102,1,1,0.9327789999999999
228,-1,959,-1,38,70,1,1,0.357858
229,-1,613,66,56,147,1,1,0.978807
229,-1,502,980,97,101,1,1,0.9334
229,-1,959,-1,38,70,1,1,0.389895
230,-1,610,67,57,150,1,1,0.9818629999999999
230,-1,504,976,97,105,1,1,0.907735
230,-1,959,-1,38,70,1,1,0.299817
231,-1,608,67,58,153,1,1,0.98091
231,-1,516,969,88,113,1,1,0.92616
231,-1,960,-1,37,70,1,1,0.35970199999999997
232,-1,605,69,59,148,1,1,0.9795039999999999
232,-1,511,965,96,117,1,1,0.925993
232,-1,959,-1,38,70,1,1,0.351748
233,-1,606,71,57,146,1,1,0.9782909999999999
233,-1,521,960,91,122,1,1,0.9334439999999999
233,-1,960,-1,37,70,1,1,0.299877
234,-1,602,71,57,148,1,1,0.984192
234,-1,524,954,94,128,1,1,0.9345589999999999
234,-1,960,-1,37,70,1,1,0.253922
235,-1,602,71,57,148,1,1,0.984877
235,-1,524,954,94,128,1,1,0.9368139999999999
236,-1,601,71,55,150,1,1,0.986157
236,-1,528,948,95,133,1,1,0.948982
236,-1,960,-1,38,70,1,1,0.326262
237,-1,598,72,58,148,1,1,0.988556
237,-1,533,942,92,140,1,1,0.925692
237,-1,960,-1,38,70,1,1,0.264617
237,-1,418,1059,100,22,1,1,0.25625
238,-1,595,73,59,147,1,1,0.988525
238,-1,542,939,87,143,1,1,0.886853
238,-1,427,1058,79,22,1,1,0.36045499999999997
238,-1,959,-1,39,70,1,1,0.32486699999999996
239,-1,591,74,61,147,1,1,0.991103
239,-1,551,934,85,148,1,1,0.923651
239,-1,960,-1,38,70,1,1,0.4906
239,-1,420,1060,84,21,1,1,0.41507499999999997
240,-1,588,77,62,146,1,1,0.9891939999999999
240,-1,553,931,86,150,1,1,0.973923
240,-1,412,1061,95,20,1,1,0.436866
240,-1,960,-1,38,70,1,1,0.342171
241,-1,588,77,62,146,1,1,0.9898469999999999
241,-1,554,931,86,150,1,1,0.975379
241,-1,412,1061,96,20,1,1,0.44475299999999995
241,-1,959,-1,38,70,1,1,0.351081
242,-1,584,79,64,148,1,1,0.991072
242,-1,559,929,89,152,1,1,0.9829129999999999
242,-1,408,1061,91,20,1,1,0.384447
242,-1,960,-1,37,70,1,1,0.305552
243,-1,582,81,65,147,1,1,0.992772
243,-1,563,926,88,155,1,1,0.983556
243,-1,408,1060,91,20,1,1,0.339369
243,-1,960,-1,37,70,1,1,0.268543
244,-1,580,83,64,148,1,1,0.990734
244,-1,564,925,94,155,1,1,0.974723
244,-1,385,1061,87,20,1,1,0.38684399999999997
245,-1,580,85,63,146,1,1,0.989263
245,-1,565,924,103,157,1,1,0.9627899999999999
245,-1,341,1059,162,21,1,1,0.47278899999999996
246,-1,578,86,64,147,1,1,0.9863069999999999
246,-1,569,922,107,159,1,1,0.9767889999999999
246,-1,371,1057,108,24,1,1,0.41844699999999996
246,-1,960,-1,36,70,1,1,0.329969
247,-1,578,86,64,146,1,1,0.986783
247,-1,570,922,107,159,1,1,0.977846
247,-1,370,1057,111,24,1,1,0.41974999999999996
247,-1,960,-1,36,70,1,1,0.32842699999999997
248,-1,575,88,63,145,1,1,0.984073
248,-1,573,918,106,163,1,1,0.9541459999999999
248,-1,375,1053,89,28,1,1,0.305076
249,-1,576,88,60,148,1,1,0.978004
249,-1,577,916,106,166,1,1,0.934561
249,-1,335,1051,113,30,1,1,0.314944
250,-1,574,89,59,147,1,1,0.97829
250,-1,578,911,117,168,1,1,0.918569
250,-1,330,1051,121,29,1,1,0.369119
251,-1,572,91,58,146,1,1,0.9759399999999999
251,-1,595,908,102,171,1,1,0.953432
251,-1,323,1049,131,32,1,1,0.535002
252,-1,572,90,57,148,1,1,0.976715
252,-1,602,901,98,179,1,1,0.954299
252,-1,326,1046,127,35,1,1,0.576573
253,-1,572,90,57,148,1,1,0.9763
253,-1,602,901,98,179,1,1,0.951452
253,-1,327,1046,125,35,1,1,0.584919
254,-1,571,95,52,147,1,1,0.9537709999999999
254,-1,607,896,98,185,1,1,0.91274
254,-1,325,1045,125,36,1,1,0.654855
255,-1,570,95,54,148,1,1,0.9649949999999999
255,-1,623,893,91,187,1,1,0.8991049999999999
255,-1,333,1044,109,36,1,1,0.614333
256,-1,569,100,52,143,1,1,0.980738
256,-1,625,891,92,188,1,1,0.952561
256,-1,330,1042,112,38,1,1,0.639246
257,-1,543,107,53,155,1,1,0.980285
257,-1,673,864,92,190,1,1,0.823797
257,-1,271,1018,76,63,1,1,0.30178699999999997
258,-1,542,107,51,155,1,1,0.9811329999999999
258,-1,682,856,87,191,1,1,0.9016599999999999
258,-1,270,1016,68,63,1,1,0.367776
259,-1,542,108,51,154,1,1,0.981788
259,-1,682,856,87,191,1,1,0.900322
259,-1,271,1016,68,63,1,1,0.379951
260,-1,536,110,57,151,1,1,0.9826889999999999
260,-1,686,854,89,192,1,1,0.9036879999999999
260,-1,237,1016,98,65,1,1,0.37424199999999996
261,-1,530,113,61,152,1,1,0.9824309999999999
261,-1,689,853,90,189,1,1,0.9213169999999999
261,-1,268,955,68,127,1,1,0.30869199999999997
261,-1,240,1017,89,64,1,1,0.30300299999999997
261,-1,960,-1,38,71,1,1,0.26128
262,-1,524,115,67,152,1,1,0.9871019999999999
262,-1,695,846,94,195,1,1,0.952568
262,-1,241,1014,83,66,1,1,0.46902299999999997
262,-1,241,944,92,137,1,1,0.264074
263,-1,520,114,69,157,1,1,0.9890129999999999
263,-1,696,842,95,202,1,1,0.9729009999999999
263,-1,251,1014,64,66,1,1,0.493952
263,-1,251,950,72,132,1,1,0.344449
264,-1,515,117,73,157,1,1,0.991161
264,-1,694,843,102,206,1,1,0.9751299999999999
264,-1,253,951,60,129,1,1,0.6133609999999999
264,-1,959,-1,40,71,1,1,0.34102
264,-1,252,1015,55,64,1,1,0.283837
265,-1,514,118,75,156,1,1,0.991293
265,-1,694,843,102,205,1,1,0.9763529999999999
265,-1,252,950,61,130,1,1,0.5501929999999999
265,-1,251,1015,57,64,1,1,0.338804
265,-1,959,-1,40,71,1,1,0.329808
266,-1,515,119,72,155,1,1,0.989875
266,-1,696,841,102,209,1,1,0.980798
266,-1,205,1016,102,64,1,1,0.356019
266,-1,959,-1,40,70,1,1,0.307291
267,-1,513,120,71,159,1,1,0.9924189999999999
267,-1,695,842,107,206,1,1,0.98374
267,-1,232,972,72,109,1,1,0.39871
267,-1,959,-1,39,70,1,1,0.255212
268,-1,514,123,69,156,1,1,0.9925149999999999
268,-1,696,839,111,207,1,1,0.9833729999999999
268,-1,205,1017,86,63,1,1,0.348527
268,-1,960,-1,38,70,1,1,0.296385
269,-1,513,123,64,156,1,1,0.991984
269,-1,721,841,91,170,1,1,0.897864
269,-1,204,1018,80,61,1,1,0.446633
270,-1,509,125,65,155,1,1,0.9892639999999999
270,-1,725,837,91,178,1,1,0.8793289999999999
270,-1,204,1013,72,67,1,1,0.31624399999999997
271,-1,509,125,65,155,1,1,0.988485
271,-1,726,837,91,176,1,1,0.881806
271,-1,206,1012,70,68,1,1,0.295887
272,-1,733,835,90,171,1,1,0.872954
272,-1,508,125,62,155,1,1,0.989042
272,-1,149,1018,124,63,1,1,0.615335
272,-1,959,-1,40,70,1,1,0.278758
273,-1,506,127,62,153,1,1,0.988099
273,-1,730,831,100,180,1,1,0.869834
273,-1,159,1017,106,64,1,1,0.6680699999999999
274,-1,505,126,57,155,1,1,0.9903829999999999
274,-1,739,829,94,181,1,1,0.974876
274,-1,166,1018,93,63,1,1,0.855497
274,-1,959,-1,39,70,1,1,0.253359
275,-1,502,128,57,153,1,1,0.988597
275,-1,743,826,91,183,1,1,0.9801559999999999
275,-1,173,1017,76,63,1,1,0.918638
275,-1,959,-1,39,70,1,1,0.28238199999999997
276,-1,501,128,57,157,1,1,0.971633
276,-1,752,823,84,187,1,1,0.970667
276,-1,174,1016,67,65,1,1,0.928055
276,-1,960,-1,38,70,1,1,0.322854
277,-1,501,127,57,158,1,1,0.973262
277,-1,752,823,85,187,1,1,0.971162
277,-1,174,1016,67,65,1,1,0.929101
277,-1,960,-1,38,70,1,1,0.42213399999999995
278,-1,496,133,61,157,1,1,0.9754539999999999
278,-1,754,821,87,190,1,1,0.9607979999999999
278,-1,171,1014,61,66,1,1,0.847901
279,-1,495,133,57,156,1,1,0.960542
279,-1,756,819,90,193,1,1,0.951596
279,-1,163,1011,64,69,1,1,0.792022
279,-1,960,-1,38,70,1,1,0.30208399999999996
280,-1,760,859,68,88,1,1,0.25371299999999997
280,-1,490,136,61,153,1,1,0.9799819999999999
280,-1,760,817,91,196,1,1,0.883722
280,-1,127,1012,99,68,1,1,0.6215689999999999
281,-1,487,137,64,152,1,1,0.968127
281,-1,765,810,87,203,1,1,0.845691
281,-1,138,1012,79,69,1,1,0.7666999999999999
282,-1,482,138,62,159,1,1,0.976858
282,-1,765,809,88,203,1,1,0.9107
282,-1,140,1012,68,69,1,1,0.842637
283,-1,482,138,62,158,1,1,0.9778699999999999
283,-1,766,809,87,203,1,1,0.91109
283,-1,141,1012,68,69,1,1,0.839981
284,-1,479,140,65,160,1,1,0.98278
284,-1,773,807,84,199,1,1,0.96053
284,-1,135,1013,66,68,1,1,0.856119
285,-1,479,143,60,159,1,1,0.984738
285,-1,773,806,87,198,1,1,0.967727
285,-1,124,1012,75,69,1,1,0.882953
286,-1,476,144,61,158,1,1,0.986722
286,-1,776,803,86,199,1,1,0.976644
286,-1,118,1013,74,68,1,1,0.883764
286,-1,960,-1,38,70,1,1,0.28230299999999997
287,-1,472,145,63,159,1,1,0.9853179999999999
287,-1,785,797,80,191,1,1,0.963623
287,-1,115,1013,73,68,1,1,0.85669
288,-1,471,145,59,156,1,1,0.987177
288,-1,788,795,77,204,1,1,0.973506
288,-1,104,1011,73,69,1,1,0.810812
289,-1,471,145,58,157,1,1,0.987169
289,-1,788,795,77,204,1,1,0.972058
289,-1,104,1011,73,69,1,1,0.8231419999999999
289,-1,960,-1,37,70,1,1,0.279337
290,-1,469,146,56,157,1,1,0.988348
290,-1,790,792,79,193,1,1,0.944371
290,-1,100,1009,68,72,1,1,0.881336
290,-1,960,-1,38,71,1,1,0.270418
291,-1,468,147,54,156,1,1,0.987884
291,-1,793,789,82,189,1,1,0.968907
291,-1,102,1004,57,76,1,1,0.623799
292,-1,464,150,56,153,1,1,0.988427
292,-1,794,788,84,190,1,1,0.9641259999999999
292,-1,97,965,68,117,1,1,0.537432
292,-1,100,1008,53,71,1,1,0.256498
293,-1,456,151,63,153,1,1,0.987081
293,-1,797,786,85,188,1,1,0.9774579999999999
293,-1,91,1002,53,78,1,1,0.30435
294,-1,449,153,66,155,1,1,0.990721
294,-1,801,783,86,189,1,1,0.9827079999999999
294,-1,65,952,86,131,1,1,0.337524
295,-1,449,153,66,155,1,1,0.990305
295,-1,801,784,86,189,1,1,0.982363
295,-1,63,953,88,130,1,1,0.309509
296,-1,439,154,77,160,1,1,0.9938309999999999
296,-1,805,782,83,189,1,1,0.9782599999999999
296,-1,77,993,57,87,1,1,0.44154099999999996
296,-1,961,-1,37,71,1,1,0.34058099999999997
297,-1,433,155,83,159,1,1,0.99334
297,-1,807,779,85,190,1,1,0.9332739999999999
297,-1,72,992,58,88,1,1,0.693464
297,-1,961,-1,37,70,1,1,0.309702
298,-1,434,157,78,160,1,1,0.9923339999999999
298,-1,808,779,86,191,1,1,0.956019
298,-1,66,991,56,89,1,1,0.5111399999999999
298,-1,960,-1,37,70,1,1,0.32875899999999997
299,-1,433,158,78,160,1,1,0.992471
299,-1,811,776,83,196,1,1,0.934229
299,-1,58,969,65,113,1,1,0.702284
299,-1,961,-2,37,71,1,1,0.272189
300,-1,432,159,74,161,1,1,0.9908079999999999
300,-1,812,775,85,199,1,1,0.933024
300,-1,48,986,68,94,1,1,0.6781699999999999
300,-1,961,-1,37,71,1,1,0.330582
301,-1,431,159,74,162,1,1,0.9905349999999999
301,-1,813,772,82,195,1,1,0.9324629999999999
301,-1,49,986,67,94,1,1,0.6702429999999999
301,-1,961,-1,36,70,1,1,0.324225
302,-1,432,160,70,160,1,1,0.991543
302,-1,810,770,86,199,1,1,0.938106
302,-1,22,989,86,92,1,1,0.5198969999999999
302,-1,961,-2,36,71,1,1,0.31868799999999997
303,-1,427,162,73,160,1,1,0.986625
303,-1,812,771,87,198,1,1,0.9289729999999999
303,-1,32,992,70,89,1,1,0.6666329999999999
303,-1,961,-1,36,71,1,1,0.316901
304,-1,426,161,71,160,1,1,0.987995
304,-1,815,769,85,201,1,1,0.902145
304,-1,27,992,70,88,1,1,0.8351139999999999
304,-1,961,-1,37,71,1,1,0.329043
305,-1,425,165,67,157,1,1,0.9912219999999999
305,-1,817,768,87,199,1,1,0.9670019999999999
305,-1,20,992,69,89,1,1,0.766609
306,-1,425,164,64,158,1,1,0.993282
306,-1,820,768,87,193,1,1,0.973891
306,-1,16,994,67,87,1,1,0.806039
307,-1,425,163,64,159,1,1,0.993142
307,-1,820,769,87,192,1,1,0.972092
